Database Name,URL,Script File,Status,Timestamp
ARTSTOR,https://www.jstor.org/,ARTSTOR.py,Running,2025-06-02 10:51:25
ACM Digital Library,https://dl.acm.org/,ACM Digital Library.py,Running,2025-06-02 10:51:34
ACE Equity V2,https://www.acekp.in/HomePage.aspx,ACE Equity V2.py,Running,2025-06-02 10:51:41
BIS Standard,https://standards.bsbedge.com/dashboard,BIS Standard.py,Running,2025-06-02 10:51:58
Economic Outlook,https://economicoutlook.cmie.com/,Economic Outlook.py,Running,2025-06-02 10:52:19
American Institute of Physics (AIP),https://pubs.aip.org/aip,American Institute of Physics (AIP).py,Running,2025-06-02 10:52:19
ACS Publications,https://pubs.acs.org/journal/accacs,ACS Publications.py,Running,2025-06-02 10:52:22
EBSCO Business Source Ultimate,https://research.ebsco.com/c/el46ki/search,EBSCO Business Source Ultimate.py,Running,2025-06-02 10:52:22
Cambridge Uni.Press (15 Jo.) ,https://www.cambridge.org/core/publications/journals#,camb_Uni_Press.py,Running,2025-06-02 10:52:24
Industry Outlook,https://industryoutlook.cmie.com/,Industry Outlook.py,Running,2025-06-02 10:53:07
MathScinet,https://mathscinet.ams.org/mathscinet/publications-search,MathScinet.py,Running,2025-06-02 10:53:08
EPWRF,https://epwrfits.in/,EPWRF.py,Running,2025-06-02 10:53:08
JSTOR,https://www.jstor.org/,JSTOR.py,Running,2025-06-02 10:53:08
Prime Infobase,https://www.primeinfobase.com/myaccount.aspx,Prime Infobase.py,Running,2025-06-02 10:53:10
Sage Journals collection ,https://journals.sagepub.com/home,Sage Journals collection.py,Running,2025-06-02 10:53:49
Project Euclid Prime Collection,https://projecteuclid.org/,Project Euclid Prime Collection.py,Running,2025-06-02 10:53:50
IEEE Xplore Digital Library,https://ieeexplore.ieee.org/Xplore/home.jsp,IEEE Xplore Digital Library.py,Running,2025-06-02 10:53:50
Science Direct,https://www.sciencedirect.com/,Science Direct.py,Running,2025-06-02 10:53:51
ProQuest E-Books Central,https://ebookcentral.proquest.com/lib/ahduniin/home.action,ProQuest E-Books Central.py,Running,2025-06-02 10:53:51
Scopus,https://www.scopus.com/search/form.uri?display=basic#basic,Scopus.py,Running,2025-06-02 10:56:15
States of India,https://statesofindia.cmie.com/,States of India.py,Running,2025-06-02 10:56:17
Project Muse,https://muse.jhu.edu/,Project Muse.py,Not Running,2025-06-02 10:56:18
Venture Intelligence PE/VC,https://www.ventureintelligence.com/dashboard,Venture Intelligence.py,Running,2025-06-02 10:56:40
Wiley Management Journals Collection,https://onlinelibrary.wiley.com/,Wiley Management Journals Collection.py,Not Running,2025-06-02 10:56:43
Wiley Online Books,https://onlinelibrary.wiley.com/,Wiley Online Books.py,Not Running,2025-06-02 10:57:05
Ethics : an International Journal of Social Political and Legal Philosophy,https://www.journals.uchicago.edu/loi/et,ethics.py,Running,2025-06-02 10:57:06
Press reader ,https://www.pressreader.com/,Press reader.py,Running,2025-06-02 10:57:07
Health Promotion International,https://www.jstor.org/journal/,Health Promotion International.py,Running,2025-06-02 10:57:07
Journal of the Academy of Marketing Science,https://link.springer.com/journal/11747/volumes-and-issues,Journal of the Academy of Marketing Science.py,Running,2025-06-02 10:57:52
Heritage and Society,https://www.tandfonline.com/loi/yhso20,Heritage and Society.py,Running,2025-06-02 10:58:08
Psychological Studies (Electronic),https://link.springer.com/journal/12646/volumes-and-issues,Psychological Studies.py,Running,2025-06-02 10:58:09
The Review of Economic Studies,https://www.jstor.org/,The Review of Economic Studies.py,Running,2025-06-02 10:58:39
International Journal of Heritage and Studies,https://www.tandfonline.com/loi/rjhs20,International Journal of Heritage and Studies.py,Running,2025-06-02 10:58:39
Journal of Business Venturing,https://www.sciencedirect.com/journal/journal-of-business-venturing,Journal of Business Venturing.py,Running,2025-06-02 10:58:39
Journal of Financial and Quantitative Analysis,https://www.cambridge.org/core/journals/journal-of-financial-and-quantitative-analysis/all-issues,Journal of Financial and Quantitative Analysis.py,Running,2025-06-02 10:58:40
Review of Accounting Studies,https://link.springer.com/journal/11142/volumes-and-issues,Review of Accounting Studies.py,Running,2025-06-02 10:58:41
International Journal of Number Theory,https://www.worldscientific.com/worldscinet/ijnt?srsltid=AfmBOopRYimEuwWCgVrwQBM0YAp5MhM3-ZC7QPyiarr9GcDOlr-bYUU_,International Journal of Number Theory.py,Running,2025-06-02 10:58:42
Annals of Statistics  ,https://projecteuclid.org/journals/annals-of-statistics/issues,Annals of Statistics.py,Running,2025-06-02 10:59:13
Springer LNCS (5296 books),https://link.springer.com/book/10.1007/978-3-030-44830-1,Springer LNCS.py,Running,2025-06-02 10:59:17
Journal of International Business Studies,https://www.jstor.org/,Journal of International Business Studies.py,Running,2025-06-02 10:59:20
Oxford University Press,https://academic.oup.com/,Oxford University Press.py,Running,2025-06-02 10:59:26
